	cpi_pdiff2	bmon_gdp_rdiff2	stock_pdiff2	cons_pdiff2	pdebt_gdp_rdiff2	inv_gdp_rdiff2	ca_gdp_rdiff2	tloan_gdp_rdiff2	tdbtserv_gdp_rdiff2	global_loan2	global_drate	drate	pred	year	iso	crisis
1162	0.016	-0.002	0.006	0.034	-0.002	-0.011	-0.003	-0.0	-0.002	-0.004	0.036	0.003	0.135	1884	USA	0
1163	0.011	-0.002	0.001	0.013	-0.003	-0.017	-0.003	-0.004	-0.003	0.013	0.014	-0.017	0.069	1885	USA	0
1164	0.011	-0.003	-0.005	0.023	-0.003	0.005	-0.0	-0.009	-0.003	0.012	0.021	0.025	0.139	1886	USA	0
1165	0.016	-0.005	0.001	0.038	-0.002	0.022	0.0	0.0	-0.001	-0.008	0.046	0.053	0.225	1887	USA	0
1166	0.007	-0.004	0.003	0.022	-0.003	-0.015	-0.002	-0.001	-0.002	-0.016	0.024	-0.006	0.073	1888	USA	0
1167	0.01	-0.003	-0.0	0.022	-0.003	-0.039	-0.003	0.0	-0.003	-0.033	0.032	0.026	0.07	1889	USA	0
1168	0.016	-0.002	0.006	0.04	-0.001	-0.007	-0.004	0.003	-0.001	-0.076	0.082	0.085	0.205	1890	USA	0
1169	0.006	-0.003	0.0	0.009	-0.003	0.007	-0.005	-0.007	-0.002	-0.032	0.037	0.006	0.078	1891	USA	1
1170	0.002	-0.003	-0.003	-0.001	-0.003	-0.002	-0.003	-0.006	-0.003	-0.008	0.003	-0.002	0.035	1892	USA	1
1171	0.003	-0.003	-0.004	-0.003	-0.003	-0.008	-0.004	-0.013	-0.004	-0.012	0.01	-0.004	0.02	1898	USA	0
1172	0.007	-0.002	-0.004	-0.024	-0.003	-0.017	-0.004	-0.014	-0.004	-0.005	0.058	0.042	0.095	1899	USA	0
1173	0.008	-0.002	-0.003	-0.017	-0.003	0.009	-0.002	-0.006	-0.003	-0.009	0.061	0.008	0.105	1900	USA	0
1174	0.011	-0.003	-0.006	-0.003	-0.003	0.009	-0.002	-0.007	-0.003	-0.012	0.048	0.03	0.126	1901	USA	0
1175	0.005	-0.003	-0.002	-0.014	-0.003	0.004	-0.0	-0.006	-0.002	-0.0	0.036	0.058	0.135	1902	USA	0
1176	-0.004	-0.003	0.005	0.012	-0.003	-0.007	-0.002	-0.01	-0.002	-0.011	0.035	0.016	0.09	1903	USA	0
1177	0.001	-0.003	-0.001	0.005	-0.003	-0.018	-0.003	-0.006	-0.002	0.018	0.029	-0.017	0.065	1904	USA	0
1178	0.011	-0.002	-0.012	-0.015	-0.003	-0.012	-0.002	-0.008	-0.002	0.029	0.052	0.039	0.14	1905	USA	1
1179	0.017	-0.005	-0.003	-0.027	-0.002	0.021	-0.003	-0.018	-0.002	-0.015	0.096	0.11	0.233	1906	USA	1
1180	0.0	-0.003	-0.001	0.014	-0.003	-0.01	-0.004	-0.012	-0.003	-0.035	0.047	-0.005	0.05	1912	USA	0
1181	-0.001	-0.002	0.001	0.0	-0.003	0.007	-0.003	-0.014	-0.003	-0.035	0.058	-0.006	0.065	1913	USA	0
1182	0.015	-0.003	0.016	0.226	-0.003	-0.008	0.008	0.061	0.0	0.075	0.02	0.114	0.585	1921	USA	0
1183	0.085	0.008	-0.007	0.034	-0.001	0.024	0.005	0.008	-0.005	0.202	0.042	0.027	0.487	1922	USA	0
1184	0.006	-0.004	-0.003	-0.031	-0.001	0.013	-0.002	-0.016	-0.004	-0.03	0.016	0.012	0.022	1923	USA	0
1185	-0.0	-0.004	-0.003	-0.009	-0.003	0.003	-0.003	-0.008	-0.004	-0.035	0.013	-0.003	0.01	1924	USA	0
1186	0.002	-0.003	-0.007	-0.004	-0.003	-0.0	-0.003	-0.001	-0.003	-0.046	0.017	0.011	0.026	1925	USA	0
1187	0.004	-0.003	-0.007	-0.019	-0.004	0.002	-0.002	-0.005	-0.004	0.021	0.034	0.034	0.117	1926	USA	0
1188	0.01	-0.003	-0.01	0.007	-0.003	-0.013	-0.003	0.0	-0.004	0.063	0.033	0.031	0.172	1927	USA	1
1189	0.012	-0.002	-0.019	0.007	-0.003	-0.019	-0.004	0.008	-0.0	0.006	0.025	0.059	0.133	1928	USA	1
1190	-0.011	-0.003	-0.001	0.006	-0.001	0.009	-0.001	-0.001	-0.002	-0.02	-0.018	-0.004	0.017	1948	USA	0
1191	-0.005	-0.004	-0.002	0.005	-0.004	0.014	-0.001	-0.005	-0.003	-0.01	-0.023	-0.001	0.028	1949	USA	0
1192	0.001	-0.005	-0.004	-0.005	-0.002	0.0	-0.001	-0.001	-0.003	-0.004	-0.02	-0.003	0.019	1950	USA	0
1193	-0.002	-0.005	-0.004	-0.003	-0.003	0.0	-0.003	-0.003	-0.002	-0.014	-0.015	-0.002	0.01	1951	USA	0
1194	-0.004	-0.002	-0.004	0.003	-0.002	-0.002	-0.003	-0.005	-0.003	-0.016	-0.015	0.001	0.012	1952	USA	0
1195	0.0	-0.003	-0.002	-0.003	-0.001	-0.001	-0.002	-0.004	-0.003	-0.003	-0.021	0.008	0.031	1953	USA	0
1196	0.003	-0.003	-0.004	0.0	-0.003	-0.003	-0.003	-0.003	-0.003	-0.002	-0.026	0.011	0.029	1954	USA	0
1197	0.0	-0.003	-0.007	-0.005	-0.003	-0.005	-0.003	0.001	-0.003	-0.003	-0.016	-0.005	0.013	1955	USA	0
1198	-0.001	-0.004	-0.004	-0.007	-0.003	-0.003	-0.003	0.001	-0.002	-0.009	-0.015	-0.001	0.014	1956	USA	0
1199	-0.002	-0.003	-0.0	0.003	-0.003	-0.004	-0.003	-0.003	-0.002	-0.018	-0.008	-0.001	0.019	1957	USA	0
1200	-0.002	-0.003	-0.002	0.005	-0.003	-0.007	-0.002	-0.003	-0.003	-0.01	-0.01	-0.01	0.016	1958	USA	0
1201	-0.0	-0.003	-0.004	0.002	-0.003	-0.004	-0.001	-0.001	-0.001	-0.002	-0.015	-0.006	0.029	1959	USA	0
1202	0.001	-0.004	-0.002	-0.005	-0.002	-0.003	-0.004	-0.001	-0.001	0.013	-0.015	-0.004	0.039	1960	USA	0
1203	0.001	-0.003	-0.003	0.005	-0.002	-0.007	-0.004	-0.001	-0.003	0.008	-0.019	-0.014	0.023	1961	USA	0
1204	0.001	-0.003	-0.002	-0.001	-0.003	-0.004	-0.003	-0.001	-0.003	0.003	-0.01	-0.008	0.031	1962	USA	0
1205	0.003	-0.003	-0.002	-0.007	-0.003	-0.004	-0.003	0.002	-0.002	0.007	-0.014	-0.003	0.037	1963	USA	0
1206	0.001	-0.003	-0.004	-0.009	-0.003	-0.003	-0.003	0.002	-0.002	-0.004	-0.011	-0.002	0.023	1964	USA	0
1207	-0.0	-0.003	-0.003	-0.013	-0.003	-0.003	-0.003	-0.0	-0.002	-0.007	-0.01	0.002	0.019	1965	USA	0
1208	-0.0	-0.002	-0.0	-0.014	-0.003	-0.003	-0.002	-0.006	-0.001	-0.002	-0.01	0.007	0.027	1966	USA	0
1209	-0.002	-0.003	-0.002	-0.006	-0.002	-0.006	-0.002	-0.006	-0.001	-0.001	-0.014	-0.003	0.016	1967	USA	0
1210	-0.003	-0.003	-0.004	-0.007	-0.003	-0.006	-0.003	-0.007	-0.001	0.003	-0.008	0.005	0.028	1968	USA	0
1211	-0.006	-0.004	0.001	-0.016	-0.002	-0.005	-0.003	-0.013	0.003	0.005	0.016	0.034	0.073	1969	USA	0
1212	-0.006	-0.003	-0.0	-0.001	-0.003	-0.006	-0.003	-0.009	0.001	-0.015	0.005	0.003	0.027	1970	USA	0
1213	-0.004	-0.003	-0.002	-0.001	-0.003	-0.005	-0.003	-0.005	-0.003	-0.007	-0.013	-0.007	0.008	1971	USA	0
1214	-0.003	-0.003	-0.004	-0.008	-0.003	-0.001	-0.003	-0.001	-0.004	0.003	-0.018	-0.01	0.011	1972	USA	0
1215	-0.007	-0.003	0.001	-0.024	-0.003	0.005	-0.003	0.01	0.003	0.006	0.0	0.044	0.093	1973	USA	0
1216	-0.025	-0.005	0.02	0.016	-0.003	-0.006	-0.004	0.006	0.005	-0.019	0.068	0.104	0.222	1974	USA	0
1217	-0.009	-0.003	-0.002	0.003	-0.003	-0.007	-0.003	-0.007	-0.002	-0.005	-0.014	-0.009	0.005	1975	USA	0
1218	-0.005	-0.003	-0.005	-0.004	-0.003	-0.004	-0.003	-0.009	-0.003	-0.006	-0.007	-0.01	0.004	1976	USA	0
1219	-0.006	-0.003	-0.002	-0.009	-0.003	0.001	-0.002	-0.005	-0.004	-0.011	0.003	-0.011	0.015	1977	USA	0
1220	-0.01	-0.006	0.0	-0.011	-0.003	0.009	-0.002	-0.001	0.0	-0.016	0.021	0.0	0.048	1978	USA	0
1221	-0.015	-0.006	-0.003	-0.003	-0.002	0.005	-0.004	-0.006	0.007	-0.014	0.004	0.031	0.058	1979	USA	0
1222	-0.025	-0.005	-0.005	0.016	-0.003	-0.007	-0.005	-0.017	0.008	-0.018	0.023	0.036	0.065	1980	USA	0
1223	-0.018	-0.004	-0.002	0.014	-0.003	-0.01	-0.003	-0.026	0.006	-0.011	0.001	0.041	0.051	1981	USA	0
1224	-0.009	-0.003	-0.002	0.003	-0.003	-0.007	-0.003	-0.011	-0.002	-0.006	-0.005	-0.003	0.012	1982	USA	1
1225	-0.005	-0.004	-0.004	-0.004	-0.004	-0.006	-0.003	-0.005	-0.006	-0.009	-0.003	-0.009	0.005	1983	USA	1
1226	-0.005	-0.01	-0.013	-0.007	-0.006	-0.019	-0.005	-0.036	-0.006	0.125	0.121	0.047	0.253	1989	USA	0
1227	-0.005	-0.005	-0.003	0.006	-0.005	-0.013	-0.004	-0.031	-0.007	0.032	0.048	0.002	0.08	1990	USA	0
1228	-0.004	-0.003	-0.002	0.011	-0.004	-0.003	-0.005	-0.023	-0.007	-0.01	0.03	-0.017	0.025	1991	USA	0
1229	-0.002	-0.003	-0.004	0.004	-0.003	0.0	-0.003	-0.017	-0.007	-0.016	0.019	-0.022	0.01	1992	USA	0
1230	-0.001	-0.003	-0.003	-0.002	-0.004	-0.002	-0.002	-0.011	-0.007	-0.015	0.008	-0.015	0.007	1993	USA	0
1231	-0.002	-0.003	-0.002	-0.003	-0.003	-0.002	-0.003	-0.005	-0.003	-0.016	-0.011	-0.01	0.002	1994	USA	0
1232	-0.001	-0.003	-0.004	-0.002	-0.003	-0.002	-0.003	-0.005	-0.002	-0.019	-0.014	-0.003	0.004	1995	USA	0
1233	-0.002	-0.003	-0.005	-0.002	-0.003	-0.001	-0.003	-0.005	-0.003	-0.011	-0.017	-0.005	0.005	1996	USA	0
1234	-0.002	-0.003	-0.006	-0.003	-0.003	-0.002	-0.003	-0.006	-0.003	-0.004	-0.016	-0.004	0.01	1997	USA	0
1235	0.001	-0.004	-0.009	-0.01	-0.002	0.001	-0.002	-0.006	-0.006	0.026	0.001	0.009	0.064	1998	USA	0
1236	0.001	-0.003	-0.006	-0.015	-0.002	0.002	-0.001	-0.004	-0.005	0.032	-0.016	-0.001	0.046	1999	USA	0
1237	-0.0	-0.003	-0.002	-0.015	-0.002	0.001	0.0	-0.006	0.0	0.021	-0.002	0.013	0.07	2000	USA	0
1238	-0.002	-0.003	0.003	-0.004	-0.003	-0.006	-0.003	-0.004	-0.004	0.014	-0.004	-0.007	0.042	2001	USA	0
1239	-0.0	-0.003	0.003	-0.0	-0.003	-0.008	-0.003	-0.002	-0.005	0.012	-0.016	-0.021	0.019	2002	USA	0
1240	-0.001	-0.003	-0.002	-0.001	-0.004	-0.006	-0.002	-0.002	-0.005	0.01	-0.016	-0.019	0.015	2003	USA	0
1241	-0.001	-0.003	-0.004	-0.003	-0.003	-0.002	-0.002	0.001	-0.003	0.007	-0.018	-0.019	0.015	2004	USA	0
1242	-0.001	-0.007	-0.002	-0.004	-0.003	0.004	-0.002	0.005	-0.001	0.044	-0.013	-0.008	0.077	2005	USA	1
1243	-0.001	-0.009	-0.002	-0.002	-0.004	0.004	-0.002	-0.001	0.002	0.132	0.01	0.025	0.219	2006	USA	1
1244	-0.002	-0.003	-0.003	-0.0	-0.004	-0.002	-0.003	-0.007	-0.004	-0.015	-0.014	-0.007	0.003	2012	USA	0
1245	-0.002	-0.003	-0.004	0.001	-0.003	-0.002	-0.003	-0.006	-0.003	-0.016	-0.013	-0.009	0.002	2013	USA	0
1246	-0.001	-0.003	-0.004	-0.001	-0.003	-0.002	-0.003	-0.005	-0.002	-0.016	-0.01	-0.011	0.004	2014	USA	0
1247	-0.001	-0.003	-0.003	-0.004	-0.003	-0.003	-0.003	-0.003	-0.003	-0.018	-0.006	-0.009	0.005	2015	USA	0
1248	0.0	-0.003	-0.002	-0.003	-0.003	-0.004	-0.003	-0.0	-0.004	-0.019	-0.005	-0.007	0.01	2016	USA	0
