	cpi_pdiff2	bmon_gdp_rdiff2	stock_pdiff2	cons_pdiff2	pdebt_gdp_rdiff2	inv_gdp_rdiff2	ca_gdp_rdiff2	tloan_gdp_rdiff2	tdbtserv_gdp_rdiff2	global_loan2	global_drate	drate	crisis	crisis_id	year	iso
0	-0.062	0.041	0.063	-0.017	-0.018	0.021	0.064	-0.017	-0.001	0.028	0.514	0.137	0	917	1872	AUS
1	-0.047	-0.005	0.336	0.167	-0.049	0.02	-0.066	-0.009	-0.001	0.026	0.663	0.272	0	397	1873	AUS
2	0.049	-0.025	0.22	0.113	0.039	0.012	-0.054	0.003	-0.0	0.029	2.105	0.153	0	951	1874	AUS
3	0.082	0.018	0.105	0.104	0.091	0.036	0.015	0.021	0.001	0.038	1.172	-0.093	0	781	1875	AUS
4	0.047	0.032	0.053	0.057	-0.036	0.026	-0.003	0.028	0.001	0.023	2.034	-0.034	0	1994	1876	AUS
5	0.045	0.043	0.055	-0.018	-0.058	0.049	-0.02	0.056	0.002	0.027	1.889	-0.111	0	1970	1877	AUS
6	0.015	0.02	0.014	0.071	0.014	0.013	-0.028	0.052	0.002	0.05	1.28	-0.357	0	2412	1878	AUS
7	-0.043	-0.013	-0.171	0.052	0.033	-0.048	0.01	-0.015	0.0	0.038	0.964	-0.297	0	351	1879	AUS
8	-0.059	0.006	-0.052	-0.034	0.049	-0.005	0.053	-0.056	-0.003	0.013	0.843	-0.291	0	2105	1880	AUS
9	-0.045	0.046	0.304	0.048	0.023	0.051	-0.021	0.012	-0.002	0.021	0.081	-0.919	0	658	1881	AUS
10	0.0	0.057	0.253	0.046	0.01	0.004	-0.082	0.104	0.002	0.031	-0.03	-0.678	0	1881	1882	AUS
11	0.127	0.009	0.195	0.03	0.009	-0.025	-0.008	0.06	0.003	0.02	-0.189	-0.683	0	1752	1883	AUS
12	0.125	0.009	0.201	0.044	0.061	0.023	0.005	0.01	0.001	0.024	0.098	-0.904	0	775	1884	AUS
13	0.014	0.036	0.08	0.008	0.071	-0.001	-0.045	0.038	0.002	0.036	0.48	-0.768	0	725	1885	AUS
14	0.0	0.012	0.027	0.019	0.049	0.015	-0.023	0.035	0.001	0.03	0.327	-0.681	0	646	1886	AUS
15	-0.028	0.008	0.096	0.05	0.013	0.016	0.046	0.004	-0.002	0.023	0.073	-1.025	0	1633	1887	AUS
16	-0.069	0.023	0.292	0.012	-0.013	-0.007	0.01	0.037	-0.002	0.012	0.238	-1.25	0	1694	1888	AUS
17	-0.043	0.002	0.279	-0.005	-0.004	-0.016	-0.013	0.042	0.001	0.001	-0.135	-1.014	0	914	1889	AUS
18	0.0	-0.007	-0.029	-0.032	0.018	-0.041	0.009	0.011	0.001	-0.004	-0.709	-0.746	0	570	1890	AUS
19	-0.015	0.017	-0.153	-0.054	0.052	0.009	0.026	0.027	0.001	0.003	-0.195	-0.723	1	2	1891	AUS
20	-0.03	0.057	-0.144	-0.148	0.094	-0.033	0.048	0.058	0.003	0.014	0.7	-0.648	1	2	1892	AUS
21	-0.018	-0.067	-0.012	0.017	-0.023	-0.003	-0.016	-0.096	-0.003	0.015	0.202	-0.356	0	799	1898	AUS
22	0.036	-0.044	0.141	0.235	-0.067	0.027	0.051	-0.096	-0.002	0.03	-0.664	-0.45	0	428	1899	AUS
23	0.074	-0.004	0.166	0.086	-0.002	-0.006	0.025	-0.049	-0.0	0.025	-0.676	-0.168	0	869	1900	AUS
24	0.035	0.009	0.055	0.022	-0.047	0.004	-0.061	-0.012	0.002	0.021	-0.368	0.338	0	1644	1901	AUS
25	0.086	-0.013	0.001	-0.035	-0.045	0.034	-0.008	-0.027	0.001	0.028	-0.189	0.468	0	2042	1902	AUS
26	0.085	-0.0	0.096	0.031	0.03	0.028	-0.009	-0.005	0.001	0.018	-0.233	0.49	0	1886	1903	AUS
27	-0.032	-0.003	0.222	0.068	0.014	-0.039	0.043	-0.003	0.002	0.041	-0.061	0.714	0	399	1904	AUS
28	-0.047	0.009	0.205	0.061	-0.006	-0.053	0.104	-0.024	-0.0	0.044	-0.523	0.502	0	1477	1905	AUS
29	0.016	0.03	0.152	-0.014	-0.008	-0.005	0.061	-0.022	-0.002	0.02	-1.042	0.212	0	150	1906	AUS
30	0.016	-0.023	0.108	0.087	-0.079	0.028	0.009	-0.033	-0.002	0.016	-1.67	0.345	0	507	1907	AUS
31	0.032	-0.005	0.151	0.058	-0.047	0.031	-0.027	0.005	0.001	0.033	-0.347	0.399	0	692	1908	AUS
32	0.048	0.006	0.224	-0.07	-0.006	-0.003	-0.045	-0.006	0.0	0.036	-0.05	0.587	0	676	1909	AUS
33	0.031	-0.012	0.147	-0.01	-0.036	-0.012	-0.008	-0.043	-0.001	0.021	-0.433	0.642	0	2024	1910	AUS
34	0.092	0.009	0.103	0.093	-0.147	0.012	0.0	-0.013	-0.0	0.014	-0.29	0.492	0	1416	1911	AUS
35	0.167	0.002	0.071	0.073	-0.014	0.039	-0.073	0.013	0.002	-0.002	-0.807	0.855	0	1613	1912	AUS
36	0.07	-0.043	0.057	0.015	0.112	0.04	-0.063	-0.025	0.001	0.0	-0.893	1.249	0	995	1913	AUS
37	-0.077	-0.038	0.149	0.063	-0.015	0.054	-0.075	-0.03	0.002	0.052	0.259	3.175	0	2148	1921	AUS
38	-0.109	-0.01	0.161	0.053	0.022	0.023	-0.037	0.007	0.0	0.081	0.227	2.253	0	92	1922	AUS
39	-0.019	0.001	0.314	0.094	0.002	0.005	0.098	-0.007	-0.004	-0.011	-0.154	1.642	0	1566	1923	AUS
40	0.009	-0.031	0.221	0.219	-0.045	-0.002	-0.084	0.005	-0.0	-0.036	-0.196	1.97	0	2106	1924	AUS
41	0.019	-0.045	0.128	0.129	-0.039	-0.005	0.056	-0.018	-0.002	-0.021	-0.161	1.288	0	1257	1925	AUS
42	0.009	0.011	0.191	0.012	0.016	-0.001	0.014	0.006	-0.002	0.039	-0.152	1.078	0	1496	1926	AUS
43	0.019	0.034	0.197	0.02	0.044	0.011	-0.102	0.043	0.002	0.054	0.101	1.038	0	957	1927	AUS
44	0.028	0.008	0.171	-0.01	0.019	0.002	-0.012	0.007	0.0	0.03	0.059	1.028	0	1198	1928	AUS
45	0.009	0.045	0.149	-0.075	0.041	-0.007	0.033	0.023	0.002	0.02	-0.449	0.73	0	1508	1929	AUS
46	-0.081	0.051	-0.264	0.006	0.079	-0.034	-0.081	0.078	0.007	0.039	0.695	0.62	0	1055	1930	AUS
47	-0.117	0.119	-0.407	-0.159	0.26	-0.042	0.049	0.086	0.011	0.063	0.506	1.06	0	2026	1931	AUS
48	-0.078	0.183	0.021	-0.211	0.279	-0.054	0.202	0.045	0.0	0.051	1.232	1.08	0	450	1932	AUS
49	-0.041	0.056	0.469	0.062	0.055	-0.032	0.043	-0.013	-0.01	-0.006	1.36	0.97	0	1061	1933	AUS
50	0.309	-0.079	0.437	0.018	-0.202	0.042	-0.063	-0.006	0.001	0.003	1.638	1.52	0	1935	1951	AUS
51	0.405	-0.119	-0.09	-0.034	-0.121	0.053	-0.035	-0.019	0.002	0.002	1.596	1.85	0	1699	1952	AUS
52	0.222	-0.08	-0.254	-0.063	-0.036	0.006	0.085	-0.015	0.001	0.026	1.609	1.41	0	2123	1953	AUS
53	0.05	-0.033	0.05	0.009	-0.049	-0.028	0.013	0.004	0.0	0.026	1.775	1.12	0	558	1954	AUS
54	0.027	-0.02	0.16	0.124	-0.026	0.011	-0.082	0.031	0.001	0.024	1.764	0.73	0	1391	1955	AUS
55	0.084	-0.051	0.066	0.066	-0.026	0.01	0.015	0.004	0.001	0.015	1.636	0.32	0	601	1956	AUS
56	0.089	-0.043	0.043	-0.016	-0.038	-0.01	0.054	-0.03	-0.001	0.006	1.12	0.45	0	1498	1957	AUS
57	0.038	-0.009	0.142	0.013	-0.03	-0.0	-0.019	-0.004	-0.0	0.014	1.382	0.68	0	1487	1958	AUS
58	0.032	-0.01	0.472	0.037	-0.028	0.008	-0.028	-0.0	-0.0	0.027	1.435	0.92	0	441	1959	AUS
59	0.057	-0.021	0.245	0.081	-0.029	-0.009	-0.012	-0.01	-0.0	0.045	1.34	0.6	0	962	1960	AUS
60	0.064	-0.029	-0.039	0.071	-0.022	-0.015	0.01	-0.002	0.0	0.041	1.83	0.28	0	2131	1961	AUS
61	0.022	0.009	0.065	-0.017	-0.011	-0.012	0.029	0.001	-0.0	0.032	1.227	0.63	0	1926	1962	AUS
62	0.003	0.028	0.215	0.02	-0.01	0.004	0.001	0.008	-0.001	0.037	1.294	0.76	0	2288	1963	AUS
63	0.029	0.008	0.222	0.078	-0.028	0.017	-0.001	0.003	-0.0	0.024	1.298	0.6	0	1854	1964	AUS
64	0.064	0.003	-0.117	0.08	0.051	0.022	-0.034	0.01	0.002	0.019	1.253	0.36	0	300	1965	AUS
65	0.071	0.007	-0.103	0.065	0.136	0.012	-0.006	0.019	0.002	0.024	1.181	0.33	0	2023	1966	AUS
66	0.063	0.001	0.397	0.07	0.048	-0.005	0.013	0.011	0.001	0.025	1.602	0.7	0	626	1967	AUS
67	0.059	-0.012	0.789	0.079	-0.03	-0.001	-0.016	0.013	0.001	0.031	1.073	0.4	0	149	1968	AUS
68	0.056	-0.012	0.397	0.074	-0.035	0.007	0.006	0.007	0.001	0.029	0.14	0.924	0	485	1969	AUS
69	0.069	-0.04	-0.109	0.061	-0.043	-0.0	0.023	-0.01	0.002	0.009	0.37	1.265	0	1894	1970	AUS
70	0.102	-0.032	-0.248	0.025	-0.044	0.004	0.007	-0.006	0.002	0.016	1.746	1.302	0	596	1971	AUS
71	0.123	0.032	0.189	0.034	-0.042	-0.001	0.028	0.001	-0.002	0.037	2.078	1.512	0	1517	1972	AUS
72	0.159	0.072	-0.061	0.076	-0.049	-0.007	0.023	0.027	0.002	0.031	0.536	1.721	0	2306	1973	AUS
73	0.26	-0.018	-0.508	0.058	-0.067	-0.018	-0.044	0.04	0.01	0.017	-0.451	-0.032	0	2137	1974	AUS
74	0.325	-0.042	0.005	0.014	-0.036	-0.03	-0.017	0.009	0.007	0.017	2.033	2.232	0	1708	1975	AUS
75	0.306	0.055	0.425	0.035	-0.007	-0.005	0.014	-0.005	0.002	0.014	1.295	2.519	0	2353	1976	AUS
76	0.275	0.013	0.044	0.045	-0.014	0.006	-0.017	0.001	0.001	0.01	0.515	1.702	0	1598	1977	AUS
77	0.212	-0.015	0.254	0.019	0.001	0.005	-0.016	0.006	-0.002	0.012	0.041	0.413	0	1075	1978	AUS
78	0.177	0.036	0.553	0.021	0.014	0.003	0.008	0.012	0.0	0.014	0.451	0.872	0	201	1979	AUS
79	0.201	0.027	0.883	0.035	-0.01	0.01	0.012	0.0	0.006	0.011	-0.097	0.98	0	1808	1980	AUS
80	0.208	-0.005	0.191	0.058	-0.039	0.023	-0.024	0.0	0.01	0.013	0.519	0.707	0	1959	1981	AUS
81	0.219	-0.026	-0.32	0.034	-0.04	0.005	-0.018	-0.008	0.008	0.018	0.965	0.732	0	2101	1982	AUS
82	0.224	0.011	0.302	0.005	-0.001	-0.028	0.011	-0.005	-0.001	0.007	0.817	2.827	0	196	1983	AUS
83	0.145	0.032	0.496	0.012	0.03	-0.011	-0.001	0.023	-0.001	0.013	0.874	2.54	0	1171	1984	AUS
84	0.11	0.024	0.295	0.041	0.031	0.022	-0.018	0.054	0.008	0.03	0.5	-1.466	0	1781	1985	AUS
85	0.164	0.012	1.029	0.028	0.031	0.003	-0.009	0.058	0.008	0.049	0.286	-1.97	0	211	1986	AUS
86	0.183	0.005	0.314	0.014	0.001	-0.013	0.015	0.037	0.003	0.06	0.861	0.393	1	3	1987	AUS
87	0.163	0.028	0.01	0.048	0.014	0.007	0.012	0.058	0.003	0.067	0.536	-0.037	1	3	1988	AUS
88	0.037	0.032	0.234	0.054	0.043	0.017	-0.013	0.05	0.004	-0.035	1.935	3.347	0	828	1994	AUS
89	0.066	0.042	0.014	0.066	0.008	0.012	-0.02	0.069	0.017	-0.034	1.988	1.567	0	2118	1995	AUS
90	0.074	0.027	0.268	0.037	-0.021	-0.001	0.011	0.049	-0.001	-0.0	2.286	1.193	0	2183	1996	AUS
91	0.028	0.018	0.188	0.049	-0.052	0.014	0.022	0.047	-0.011	0.02	1.78	1.665	0	2067	1997	AUS
92	0.011	0.019	0.16	0.075	-0.056	0.018	-0.013	0.054	-0.014	0.045	0.682	0.656	0	511	1998	AUS
93	0.023	0.036	0.205	0.069	-0.033	0.009	-0.025	0.073	-0.002	0.054	1.324	1.251	0	116	1999	AUS
94	0.059	0.014	0.14	0.055	-0.042	-0.003	0.008	0.076	0.01	0.039	0.793	0.338	0	1550	2000	AUS
95	0.091	0.035	0.086	0.041	-0.054	-0.02	0.033	0.053	0.0	0.04	0.924	0.815	0	422	2001	AUS
96	0.076	0.046	-0.062	0.041	-0.045	0.013	0.002	0.088	0.002	0.042	1.684	1.293	0	922	2002	AUS
97	0.059	0.039	-0.036	0.069	-0.04	0.036	-0.034	0.159	0.007	0.036	1.835	0.558	0	1852	2003	AUS
98	0.051	0.048	0.347	0.076	-0.031	0.022	-0.024	0.158	0.007	0.032	2.0	0.341	0	160	2004	AUS
99	0.05	0.02	0.444	0.05	-0.023	0.012	-0.004	0.126	0.006	0.058	1.179	-0.118	0	1759	2005	AUS
100	0.063	0.043	0.4	0.04	-0.02	-0.0	0.005	0.123	0.007	0.084	0.661	-0.217	0	2153	2006	AUS
101	0.06	0.136	0.331	0.025	-0.012	0.006	-0.008	0.175	0.018	0.087	0.245	-0.393	0	640	2007	AUS
102	0.068	0.168	-0.343	0.006	0.018	0.011	0.009	0.199	0.014	0.081	0.673	-0.854	0	2020	2008	AUS
103	0.062	0.041	-0.232	0.008	0.071	-0.003	0.021	0.096	-0.007	0.085	2.742	1.761	0	1923	2009	AUS
104	0.047	0.04	0.275	0.013	0.088	-0.017	0.013	0.021	-0.005	0.012	2.569	1.02	0	886	2010	AUS
105	0.063	0.058	-0.167	0.031	0.075	-0.009	0.017	-0.032	-0.004	-0.038	2.55	0.187	0	875	2011	AUS
106	0.051	0.004	-0.02	0.031	0.074	0.016	-0.006	-0.052	-0.029	-0.01	2.337	-0.317	0	2365	2012	AUS
107	0.042	0.056	0.319	0.005	0.067	0.006	-0.002	0.048	-0.014	-0.027	2.218	0.959	0	1586	2013	AUS
108	0.05	0.077	0.164	0.009	0.065	-0.018	0.012	0.11	0.008	-0.022	1.749	1.155	0	1688	2014	AUS
109	0.04	0.078	-0.011	0.023	0.067	-0.013	-0.015	0.192	-0.008	-0.027	1.162	0.601	0	849	2015	AUS
110	0.028	0.094	0.047	0.025	0.068	-0.019	0.002	0.207	-0.014	-0.022	1.099	0.601	0	148	2016	AUS
111	0.145	0.005	0.556	0.002	0.151	-0.018	0.028	-0.051	-0.015	0.018	0.982	0.82	0	1584	1984	BEL
112	0.115	-0.005	0.536	0.031	0.092	0.001	0.014	-0.051	-0.013	0.036	0.321	1.39	0	281	1985	BEL
113	0.062	0.062	0.805	0.054	0.102	0.003	0.027	-0.025	-0.028	0.054	0.13	0.526	0	1907	1986	BEL
114	0.029	0.099	0.187	0.044	0.099	0.003	0.011	0.025	-0.017	0.061	0.817	1.094	0	404	1987	BEL
115	0.027	0.05	0.259	0.048	0.051	0.023	-0.003	0.075	0.002	0.066	0.453	1.288	0	2324	1988	BEL
116	0.043	0.042	0.639	0.06	-0.029	0.035	0.003	0.106	0.012	0.064	-1.132	-0.141	0	2369	1989	BEL
117	0.067	0.034	-0.135	0.059	0.006	0.027	-0.005	0.083	0.024	0.039	-0.534	0.337	0	1227	1990	BEL
118	0.068	-0.012	-0.149	0.056	0.054	-0.004	0.001	0.053	0.011	0.008	-0.449	-0.024	0	845	1991	BEL
119	0.057	0.011	0.047	0.042	0.031	-0.018	0.011	-0.017	-0.013	-0.001	-0.237	-0.707	0	627	1992	BEL
120	0.052	0.107	0.251	0.006	0.075	-0.01	0.028	-0.058	-0.022	-0.003	0.254	-0.932	0	1835	1993	BEL
121	0.052	-0.007	0.232	0.012	0.037	-0.012	0.024	-0.027	-0.01	-0.03	2.015	2.071	0	2325	1994	BEL
122	0.039	-0.145	0.034	0.035	-0.077	0.018	0.002	-0.051	-0.002	-0.027	1.917	2.701	0	816	1995	BEL
123	0.036	0.019	0.359	0.024	-0.079	0.022	-0.003	-0.01	-0.011	0.004	2.155	3.282	0	1499	1996	BEL
124	0.036	0.094	0.612	0.027	-0.072	0.005	0.002	0.051	-0.01	0.019	1.739	2.323	0	991	1997	BEL
125	0.024	0.128	0.815	0.041	-0.076	0.007	0.004	0.006	-0.014	0.048	0.647	1.202	0	1758	1998	BEL
126	0.021	0.105	0.255	0.042	-0.089	0.004	-0.005	0.0	-0.008	0.058	1.279	1.969	0	1013	1999	BEL
127	0.038	-0.067	-0.092	0.052	-0.119	0.014	-0.01	0.013	0.007	0.043	0.729	1.352	0	2275	2000	BEL
128	0.052	-0.04	-0.035	0.042	-0.069	-0.001	-0.015	-0.031	0.002	0.045	0.914	0.981	0	1774	2001	BEL
129	0.04	0.068	-0.316	0.011	-0.04	-0.031	0.004	-0.039	-0.007	0.05	1.653	1.777	0	1339	2002	BEL
130	0.031	0.08	-0.182	0.009	-0.066	-0.017	0.0	-0.034	-0.009	0.048	1.747	1.961	0	1178	2003	BEL
131	0.034	0.077	0.564	0.016	-0.082	0.018	-0.013	-0.01	-0.007	0.042	1.887	2.142	0	831	2004	BEL
132	0.044	0.068	0.693	0.015	-0.063	0.028	-0.015	0.014	-0.005	0.065	1.087	1.358	0	536	2005	BEL
133	0.049	0.029	0.521	0.026	-0.058	0.014	-0.014	0.025	-0.002	0.09	0.59	0.915	1	9	2006	BEL
134	0.042	0.037	0.382	0.026	-0.079	0.008	-0.001	0.083	0.011	0.093	0.193	0.438	1	9	2007	BEL
135	0.039	0.089	0.112	0.001	0.029	-0.018	0.008	0.014	-0.016	-0.025	2.13	2.36	0	230	2013	BEL
136	0.017	0.051	0.36	0.006	-0.011	0.002	-0.008	0.057	-0.01	-0.019	1.718	1.663	0	673	2014	BEL
137	0.011	0.137	0.343	0.007	-0.02	0.014	0.002	0.068	-0.013	-0.019	1.133	1.06	0	102	2015	BEL
138	0.024	0.082	0.11	0.014	-0.004	0.006	0.01	0.049	-0.011	-0.012	1.071	1.056	0	354	2016	BEL
139	0.063	-0.037	0.263	0.062	-0.235	0.011	-0.044	0.013	0.0	0.023	1.737	2.309	0	1332	1950	CAN
140	0.137	-0.074	0.504	0.01	-0.253	0.001	-0.032	-0.001	0.001	0.003	1.577	2.442	0	251	1951	CAN
141	0.132	-0.075	0.151	0.022	-0.18	-0.0	0.023	-0.017	0.001	0.002	1.552	2.497	0	2005	1952	CAN
142	0.016	-0.034	-0.134	0.082	-0.095	0.018	0.004	0.015	0.001	0.024	1.57	1.996	0	1659	1953	CAN
143	-0.003	0.015	0.228	0.05	-0.018	0.014	-0.024	0.021	-0.0	0.025	1.733	1.75	0	834	1954	CAN
144	0.008	0.017	0.612	0.066	-0.008	0.013	-0.007	0.016	-0.001	0.025	1.712	1.521	0	1980	1955	CAN
145	0.017	-0.042	0.295	0.112	-0.101	0.03	-0.026	0.006	0.001	0.015	1.61	0.7	0	182	1956	CAN
146	0.047	-0.036	0.014	0.054	-0.09	0.023	-0.02	-0.012	0.002	0.005	1.126	0.351	0	1139	1957	CAN
147	0.059	0.022	-0.128	0.012	0.048	-0.006	0.01	-0.007	0.001	0.014	1.306	1.895	0	127	1958	CAN
148	0.037	0.003	0.057	0.042	0.067	-0.025	0.003	0.01	0.002	0.027	1.476	0.265	0	1252	1959	CAN
149	0.024	-0.024	0.038	0.045	0.018	-0.025	0.001	0.017	0.003	0.043	1.253	1.983	0	126	1960	CAN
150	0.022	0.015	0.149	0.004	0.032	-0.025	0.012	0.053	0.003	0.037	1.708	2.234	0	1965	1961	CAN
151	0.021	0.0	0.217	0.022	0.018	-0.017	0.007	0.061	0.003	0.029	1.2	1.061	0	559	1962	CAN
152	0.03	0.001	0.043	0.055	-0.02	-0.005	0.01	0.037	0.002	0.035	1.246	1.528	0	918	1963	CAN
153	0.036	0.017	0.274	0.056	-0.047	0.015	0.016	0.04	0.002	0.022	1.246	1.435	0	314	1964	CAN
154	0.043	0.002	0.306	0.074	-0.072	0.028	-0.01	0.046	0.003	0.017	1.199	1.224	0	691	1965	CAN
155	0.063	-0.013	0.049	0.07	-0.05	0.024	-0.014	0.018	0.003	0.024	1.156	0.695	0	690	1966	CAN
156	0.074	0.019	0.006	0.049	-0.013	-0.003	0.012	0.0	0.002	0.026	1.565	1.296	0	2078	1967	CAN
157	0.078	0.043	0.115	0.046	-0.008	-0.029	0.012	0.021	0.005	0.03	1.068	0.481	0	2329	1968	CAN
158	0.088	0.01	0.171	0.061	-0.026	-0.017	-0.005	0.019	0.007	0.028	0.174	0.392	0	1044	1969	CAN
159	0.08	0.003	-0.022	0.037	0.004	-0.002	0.018	0.01	0.005	0.008	0.329	1.922	0	1802	1970	CAN
160	0.063	0.014	-0.067	0.046	0.035	0.007	0.013	0.027	-0.0	0.014	1.616	3.385	0	1205	1971	CAN
161	0.077	0.014	0.249	0.1	-0.001	0.006	-0.027	0.064	0.002	0.033	1.943	3.671	0	614	1972	CAN
162	0.128	0.011	0.258	0.115	-0.057	0.002	-0.005	0.071	0.008	0.028	0.513	2.091	0	1053	1973	CAN
163	0.193	-0.005	-0.106	0.093	-0.073	0.013	-0.007	0.047	0.011	0.017	-0.521	1.079	0	1148	1974	CAN
164	0.229	0.003	-0.178	0.06	-0.025	0.017	-0.031	0.039	0.01	0.015	2.07	1.64	0	233	1975	CAN
165	0.191	0.014	0.018	0.062	-0.068	0.002	-0.009	0.052	0.006	0.011	1.433	0.308	0	266	1976	CAN
166	0.161	0.012	0.01	0.055	-0.057	-0.014	0.015	0.058	0.003	0.006	0.535	1.368	0	2394	1977	CAN
167	0.176	0.023	0.12	0.036	0.044	-0.011	0.003	0.07	0.007	0.008	0.029	0.594	0	2338	1978	CAN
168	0.189	0.028	0.562	0.033	0.001	-0.0	0.001	0.074	0.016	0.01	0.598	-1.474	0	1333	1979	CAN
169	0.203	0.036	0.834	0.017	-0.024	0.008	0.015	0.058	0.026	0.007	-0.016	-0.309	0	752	1980	CAN
170	0.239	0.004	0.368	0.004	0.017	0.026	-0.006	0.068	0.042	0.009	0.719	-2.501	0	199	1981	CAN
171	0.246	-0.008	-0.228	-0.038	0.07	-0.002	0.023	0.008	0.013	0.017	0.973	0.598	0	571	1982	CAN
172	0.172	-0.003	0.097	-0.022	0.115	-0.04	0.029	-0.09	-0.034	0.012	0.839	2.482	0	1616	1983	CAN
173	0.104	-0.015	0.427	0.049	0.09	-0.023	-0.008	-0.051	-0.016	0.018	0.927	1.692	0	1751	1984	CAN
174	0.085	0.006	0.146	0.074	0.085	-0.002	-0.006	0.01	-0.003	0.033	0.307	1.614	0	2344	1985	CAN
175	0.083	0.037	0.286	0.069	0.093	0.009	-0.019	0.008	-0.019	0.052	0.128	0.549	0	624	1986	CAN
176	0.087	0.024	0.315	0.056	0.046	0.011	-0.013	0.011	-0.006	0.062	0.772	1.804	0	115	1987	CAN
177	0.086	0.013	0.097	0.059	0.001	0.015	-0.003	0.036	0.008	0.069	0.488	0.742	0	1798	1988	CAN
178	0.092	0.046	0.066	0.047	0.008	0.01	-0.009	0.057	0.005	0.068	-1.007	-2.134	0	1219	1989	CAN
179	0.1	0.057	0.036	0.013	0.041	-0.009	-0.005	0.058	0.01	0.041	-0.391	-1.957	0	2154	1990	CAN
180	0.106	0.046	-0.087	-0.031	0.101	-0.027	0.001	0.057	0.005	0.008	-0.515	1.038	0	515	1991	CAN
181	0.072	0.027	-0.005	-0.027	0.15	-0.023	-0.001	0.05	-0.01	-0.005	-0.418	2.18	0	1790	1992	CAN
182	0.034	0.0	0.125	0.005	0.14	-0.016	0.002	0.017	-0.013	-0.008	0.008	3.002	0	1906	1993	CAN
183	0.02	-0.025	0.259	0.022	0.077	0.0	0.013	-0.017	-0.003	-0.031	1.951	3.093	0	1723	1994	CAN
184	0.024	-0.022	0.136	0.027	0.053	-0.003	0.024	-0.049	-0.001	-0.027	1.999	1.388	0	1746	1995	CAN
185	0.038	-0.013	0.23	0.022	0.038	-0.006	0.021	-0.025	-0.01	0.005	2.154	3.297	0	1437	1996	CAN
186	0.026	-0.041	0.457	0.049	-0.053	0.02	-0.004	0.007	-0.013	0.022	1.687	3.166	0	702	1997	CAN
187	0.022	-0.046	0.283	0.053	-0.066	0.018	-0.013	0.024	-0.013	0.047	0.677	0.734	0	1278	1998	CAN
188	0.035	-0.023	0.093	0.045	-0.049	-0.001	0.011	-0.02	-0.006	0.06	1.342	0.971	0	1771	1999	CAN
189	0.056	-0.019	0.422	0.058	-0.13	-0.01	0.027	-0.082	-0.002	0.049	0.789	0.396	0	2395	2000	CAN
190	0.042	0.002	0.095	0.043	-0.087	0.001	0.013	-0.025	-0.001	0.045	0.849	2.014	0	2003	2001	CAN
191	0.049	0.019	-0.268	0.039	-0.016	0.005	-0.006	0.013	-0.001	0.047	1.572	3.076	0	1091	2002	CAN
192	0.056	0.01	-0.074	0.047	-0.061	-0.002	-0.006	-0.006	-0.004	0.046	1.719	2.408	0	1689	2003	CAN
193	0.04	0.004	0.229	0.044	-0.08	0.01	0.007	0.007	-0.004	0.041	1.842	2.861	0	510	2004	CAN
194	0.047	-0.001	0.419	0.054	-0.05	0.02	0.008	0.029	-0.005	0.064	1.068	1.66	0	358	2005	CAN
195	0.037	0.019	0.397	0.063	-0.023	0.022	-0.006	0.036	-0.004	0.089	0.631	0.265	0	853	2006	CAN
196	0.039	0.021	0.348	0.058	-0.051	0.012	-0.009	0.052	0.002	0.095	0.209	0.183	0	959	2007	CAN
197	0.051	0.047	0.037	0.044	0.009	0.003	-0.011	0.06	0.001	0.09	0.517	1.65	0	1439	2008	CAN
198	0.029	0.128	-0.253	0.011	0.168	-0.011	-0.034	0.085	-0.0	0.086	2.63	3.541	0	881	2009	CAN
199	0.021	0.078	-0.035	0.029	0.128	-0.002	-0.038	0.062	-0.001	0.009	2.442	3.06	0	390	2010	CAN
200	0.047	-0.002	0.276	0.051	0.046	0.012	-0.002	0.035	-0.004	-0.043	2.418	2.293	0	728	2011	CAN
201	0.045	0.004	0.006	0.02	0.046	0.002	-0.0	0.064	-0.01	-0.018	2.232	1.359	0	2382	2012	CAN
202	0.025	0.022	-0.018	0.021	0.004	-0.002	-0.003	0.095	-0.002	-0.03	2.168	1.749	0	706	2013	CAN
203	0.029	0.019	0.21	0.03	-0.025	-0.005	0.014	0.058	0.004	-0.019	1.716	1.687	0	2112	2014	CAN
204	0.031	0.034	0.113	0.027	0.031	-0.003	0.005	0.075	-0.005	-0.019	1.105	1.52	0	2285	2015	CAN
205	0.026	0.082	-0.035	0.022	0.063	-0.007	-0.003	0.114	-0.006	-0.016	1.055	1.304	0	2149	2016	CAN
206	-0.023	-0.069	0.166	0.018	-0.091	-0.016	0.034	-0.048	-0.008	0.027	1.813	1.17	0	257	1950	CHE
207	0.032	-0.081	0.277	0.03	-0.068	0.021	-0.032	-0.006	-0.0	0.003	1.643	1.45	0	1859	1951	CHE
208	0.074	-0.022	0.221	-0.004	-0.04	0.029	0.012	0.023	0.002	-0.001	1.63	1.34	0	2122	1952	CHE
209	0.019	-0.011	0.08	0.009	-0.038	0.009	0.057	0.006	-0.003	0.024	1.633	1.05	0	1408	1953	CHE
210	0.001	-0.021	0.331	0.045	-0.054	0.012	0.01	-0.004	-0.002	0.027	1.775	1.12	0	486	1954	CHE
211	0.016	-0.034	0.316	0.06	-0.069	0.013	-0.031	0.007	0.004	0.025	1.715	1.47	0	1273	1955	CHE
