	cpi_pdiff2	bmon_gdp_rdiff2	stock_pdiff2	cons_pdiff2	pdebt_gdp_rdiff2	inv_gdp_rdiff2	ca_gdp_rdiff2	tloan_gdp_rdiff2	tdbtserv_gdp_rdiff2	global_loan2	global_drate	drate	crisis	crisis_id	year	iso
894	0.119	-0.042	-0.024	0.109	-0.06	0.013	-0.006	0.008	0.004	0.02	1.227	0.768	0	2230	1965	NLD
895	0.119	-0.027	-0.252	0.081	-0.016	0.007	-0.001	0.016	0.006	0.024	1.192	0.165	0	610	1966	NLD
896	0.095	-0.007	-0.143	0.062	-0.008	0.011	0.024	0.024	0.003	0.024	1.614	0.508	0	521	1967	NLD
897	0.073	0.015	0.354	0.1	-0.012	0.006	0.04	0.033	0.002	0.03	1.017	1.299	0	2157	1968	NLD
898	0.114	-0.03	0.434	0.125	-0.034	-0.011	-0.002	-0.019	0.003	0.031	0.213	-0.245	0	249	1969	NLD
899	0.114	-0.045	0.02	0.13	-0.05	-0.004	-0.024	-0.016	0.004	0.009	0.432	0.265	0	2161	1970	NLD
900	0.114	-0.013	-0.133	0.082	-0.049	0.006	-0.011	0.022	0.001	0.014	1.671	2.5	0	1481	1971	NLD
901	0.159	-0.011	0.086	0.036	-0.051	-0.023	0.036	0.018	-0.003	0.036	1.863	4.953	0	2045	1972	NLD
902	0.164	0.019	0.226	0.054	-0.057	-0.025	0.036	0.049	0.006	0.03	0.55	1.484	0	2322	1973	NLD
903	0.184	0.037	-0.181	0.063	-0.062	-0.024	-0.003	0.057	0.015	0.016	-0.492	0.626	0	628	1974	NLD
904	0.208	0.004	-0.22	0.046	-0.023	-0.02	-0.023	0.04	0.007	0.015	1.884	4.623	0	1290	1975	NLD
905	0.202	0.017	0.064	0.069	0.005	-0.019	-0.003	0.054	0.001	0.01	1.348	1.669	0	1749	1976	NLD
906	0.161	0.007	0.001	0.084	-0.004	0.002	-0.014	0.09	0.005	0.004	0.352	4.306	0	236	1977	NLD
907	0.108	-0.036	-0.038	0.076	0.01	0.019	-0.042	0.122	0.004	0.005	-0.027	1.502	0	1549	1978	NLD
908	0.085	-0.008	-0.008	0.046	0.029	-0.002	-0.01	0.12	0.014	0.007	0.521	-0.252	0	551	1979	NLD
909	0.11	-0.006	-0.075	-0.003	0.04	-0.005	0.001	0.062	0.02	0.007	-0.041	0.085	0	2000	1980	NLD
910	0.137	-0.009	-0.01	-0.052	0.056	-0.019	0.024	0.005	0.018	0.013	0.529	0.541	0	753	1981	NLD
911	0.13	0.262	0.073	-0.057	0.089	-0.024	0.04	-0.002	-0.001	0.017	0.883	2.036	0	380	1982	NLD
912	0.089	0.267	0.467	-0.007	0.115	-0.005	0.01	-0.003	-0.018	0.007	0.786	3.327	0	1642	1983	NLD
913	0.062	0.013	0.833	0.019	0.094	0.003	0.014	-0.012	-0.012	0.015	0.874	2.546	0	2199	1984	NLD
914	0.056	0.032	0.617	0.026	0.087	0.01	-0.004	-0.008	-0.008	0.034	0.343	1.04	0	330	1985	NLD
915	0.023	0.047	0.555	0.031	0.07	0.014	-0.025	0.019	-0.011	0.051	0.123	0.632	0	1006	1986	NLD
916	-0.006	0.04	0.092	0.033	0.041	0.01	-0.014	0.042	-0.003	0.06	0.82	1.043	0	1474	1987	NLD
917	0.0	0.047	-0.169	0.025	0.049	0.009	0.006	0.133	0.009	0.062	0.434	1.599	0	2304	1988	NLD
918	0.018	0.071	0.246	0.036	0.026	0.008	0.024	0.125	0.014	0.063	-1.13	-0.172	0	1057	1989	NLD
919	0.036	0.047	0.208	0.06	0.002	0.003	-0.002	-0.011	0.018	0.045	-0.528	0.238	0	216	1990	NLD
920	0.057	0.005	-0.085	0.053	-0.001	-0.005	-0.018	-0.005	0.011	0.012	-0.416	-0.542	0	1066	1991	NLD
921	0.064	0.012	0.108	0.019	0.005	-0.008	-0.007	0.029	-0.004	-0.004	-0.203	-1.252	0	987	1992	NLD
922	0.059	0.047	0.246	0.001	0.018	-0.009	0.016	0.036	-0.016	-0.009	0.227	-0.494	0	361	1993	NLD
923	0.055	-0.002	0.398	0.015	-0.015	-0.013	0.029	0.048	-0.006	-0.035	2.039	1.686	0	1266	1994	NLD
924	0.048	-0.041	0.304	0.035	-0.023	-0.003	0.021	0.069	0.009	-0.034	1.928	2.527	0	158	1995	NLD
925	0.04	0.002	0.353	0.062	-0.016	0.01	0.002	0.102	0.0	-0.003	2.163	3.153	0	2372	1996	NLD
926	0.04	0.01	0.895	0.07	-0.076	0.011	0.003	0.13	-0.004	0.014	1.744	2.242	0	1011	1997	NLD
927	0.037	0.087	0.964	0.076	-0.088	0.004	-0.019	0.187	-0.005	0.037	0.649	1.175	0	778	1998	NLD
928	0.039	0.038	0.494	0.093	-0.074	0.029	-0.031	0.113	-0.004	0.051	1.298	1.666	0	1952	1999	NLD
929	0.044	-0.03	0.342	0.077	-0.112	0.023	-0.014	0.068	0.012	0.04	0.75	1.012	0	1123	2000	NLD
930	0.076	0.05	-0.034	0.04	-0.095	-0.01	-0.011	0.08	0.008	0.038	0.931	0.696	0	316	2001	NLD
931	0.092	0.049	-0.369	0.013	-0.032	-0.016	0.005	0.054	-0.003	0.045	1.666	1.571	0	2079	2002	NLD
932	0.062	0.072	-0.441	-0.004	0.006	-0.016	0.026	0.107	-0.006	0.039	1.758	1.789	0	1451	2003	NLD
933	0.036	0.078	-0.192	-0.0	0.014	-0.008	0.044	0.144	-0.004	0.033	1.897	1.988	0	1140	2004	NLD
934	0.029	0.082	0.265	0.011	-0.004	-0.003	0.012	0.148	-0.005	0.057	1.098	1.189	0	296	2005	NLD
935	0.032	0.136	0.364	-0.007	-0.051	0.008	0.011	0.045	-0.003	0.089	0.604	0.702	1	68	2006	NLD
936	0.033	0.068	0.358	0.005	-0.066	0.012	-0.002	-0.039	0.012	0.101	0.22	0.009	1	68	2007	NLD
937	0.054	-0.009	0.114	-0.028	0.063	-0.023	0.008	-0.034	-0.016	-0.022	2.169	1.741	0	2315	2013	NLD
938	0.029	-0.056	0.263	-0.014	0.015	-0.007	-0.019	-0.123	-0.009	-0.008	1.744	1.244	0	2220	2014	NLD
939	0.005	0.055	0.28	0.015	-0.03	0.017	-0.013	-0.142	-0.019	-0.006	1.155	0.71	0	1872	2015	NLD
940	0.003	0.066	0.09	0.026	-0.062	0.016	-0.005	-0.126	-0.016	-0.001	1.102	0.554	0	600	2016	NLD
941	0.08	0.217	-0.444	-0.161	0.056	-0.121	0.073	0.173	0.013	0.035	0.559	-0.73	1	70	1921	NOR
942	-0.236	0.146	-0.236	0.038	0.064	-0.024	0.001	0.096	0.001	0.051	0.126	0.67	0	1321	1927	NOR
943	-0.162	-0.046	-0.052	0.073	0.041	0.016	-0.027	-0.017	-0.002	0.032	0.144	-0.24	0	1018	1928	NOR
944	-0.105	-0.106	0.203	0.086	-0.008	0.033	0.003	-0.063	-0.002	0.025	-0.388	-0.18	1	71	1929	NOR
945	-0.073	-0.035	-0.13	0.094	-0.03	0.042	0.013	-0.062	-0.005	0.048	0.7	0.55	1	71	1930	NOR
946	-0.004	-0.049	0.052	0.043	-0.114	0.007	0.023	0.081	0.002	0.011	1.79	0.0	0	278	1949	NOR
947	0.054	-0.079	0.066	0.052	-0.166	-0.011	0.1	0.079	0.002	0.018	1.885	0.08	0	362	1950	NOR
948	0.216	-0.156	0.237	0.004	-0.176	-0.032	0.102	0.01	0.001	0.002	1.724	0.24	0	1564	1951	NOR
949	0.261	-0.111	0.079	0.022	-0.074	-0.007	-0.021	-0.02	0.0	0.002	1.703	0.24	0	1513	1952	NOR
950	0.114	0.022	-0.096	0.061	-0.003	0.005	-0.072	0.046	0.001	0.022	1.689	0.22	0	1008	1953	NOR
951	0.064	0.007	0.107	0.051	0.025	0.021	-0.053	0.052	0.001	0.023	1.837	0.19	0	655	1954	NOR
952	0.051	-0.036	0.309	0.042	0.03	0.014	0.008	0.014	0.002	0.025	1.842	-0.43	0	2151	1955	NOR
953	0.048	-0.07	0.204	0.042	0.029	-0.009	0.055	-0.024	0.007	0.016	1.603	0.81	0	1709	1956	NOR
954	0.068	-0.052	0.035	0.035	0.001	-0.006	0.039	-0.021	0.007	0.005	1.081	1.07	0	734	1957	NOR
955	0.08	0.005	-0.182	0.009	0.017	0.018	-0.036	0.025	0.003	0.012	1.345	1.26	0	1571	1958	NOR
956	0.074	-0.0	-0.036	0.027	0.024	-0.005	-0.018	0.033	0.002	0.025	1.423	1.11	0	839	1959	NOR
957	0.027	0.022	0.244	0.109	0.01	-0.088	0.008	0.131	0.005	0.036	1.31	1.08	0	1353	1960	NOR
958	0.025	0.017	0.251	0.128	-0.016	-0.056	-0.027	0.067	0.003	0.036	1.777	1.14	0	916	1961	NOR
959	0.075	-0.019	0.015	0.074	-0.03	0.002	-0.012	-0.055	-0.0	0.036	1.176	1.45	0	1757	1962	NOR
960	0.079	-0.01	-0.207	0.05	-0.024	-0.005	0.011	0.002	0.002	0.037	1.251	1.46	0	2004	1963	NOR
961	0.085	-0.015	-0.085	0.057	-0.03	-0.013	0.027	-0.009	-0.001	0.025	1.245	1.44	0	411	1964	NOR
962	0.103	-0.014	0.015	0.047	-0.026	-0.013	0.007	-0.02	-0.001	0.021	1.264	0.173	0	1779	1965	NOR
963	0.08	0.002	-0.19	0.059	0.005	0.014	-0.013	0.004	0.0	0.026	1.618	0.45	0	718	1967	NOR
964	0.082	0.009	-0.112	0.059	0.008	-0.018	0.032	0.022	0.001	0.03	1.094	0.065	0	479	1968	NOR
965	0.065	0.023	0.267	0.099	-0.003	-0.054	0.05	0.047	0.003	0.027	0.239	-0.652	0	747	1969	NOR
966	0.139	-0.068	0.445	0.061	-0.023	0.06	-0.02	-0.072	0.003	0.013	0.446	0.05	0	1744	1970	NOR
967	0.175	-0.073	0.192	0.041	-0.016	0.099	-0.047	-0.085	0.002	0.021	1.745	1.317	0	2227	1971	NOR
968	0.139	0.007	-0.056	0.068	0.019	-0.018	0.015	0.017	0.001	0.036	2.118	0.87	0	1960	1972	NOR
969	0.152	-0.007	0.422	0.049	0.017	-0.009	0.018	0.007	-0.001	0.032	0.644	-0.01	0	1409	1973	NOR
970	0.175	-0.025	0.446	0.057	0.002	0.053	-0.035	-0.009	0.004	0.02	-0.427	-0.417	0	1103	1974	NOR
971	0.222	-0.021	-0.332	0.077	0.012	0.042	-0.064	-0.003	0.005	0.017	2.185	-0.193	0	562	1975	NOR
972	0.219	0.005	-0.258	0.108	0.081	0.024	-0.06	0.015	0.002	0.013	1.506	-0.863	0	642	1976	NOR
973	0.191	0.027	-0.198	0.12	0.11	0.007	-0.037	0.012	0.001	0.009	0.891	-4.327	0	1012	1977	NOR
974	0.18	0.028	-0.346	0.038	0.093	-0.089	0.056	0.05	0.011	0.009	0.251	-2.95	0	248	1978	NOR
975	0.133	0.019	0.193	0.015	0.072	-0.095	0.098	0.064	0.012	0.011	0.608	-1.632	0	2055	1979	NOR
976	0.162	-0.013	0.698	0.055	-0.01	-0.017	0.061	0.005	0.011	0.011	0.089	-1.999	0	1818	1980	NOR
977	0.261	-0.029	0.184	0.014	-0.07	-0.008	0.054	-0.071	0.013	0.018	0.561	0.037	0	2039	1981	NOR
978	0.265	-0.007	-0.081	0.003	-0.073	0.005	-0.006	-0.003	0.017	0.017	1.094	-1.337	0	1357	1982	NOR
979	0.207	-0.008	0.602	0.022	-0.059	-0.014	-0.001	0.066	0.011	0.003	1.036	-0.679	0	1218	1983	NOR
980	0.153	-0.004	1.472	0.047	-0.02	-0.012	0.041	0.052	0.0	0.011	1.095	-0.996	0	260	1984	NOR
981	0.123	0.023	0.914	0.127	0.03	0.011	0.007	0.09	0.01	0.028	0.462	-0.854	0	2381	1985	NOR
982	0.133	0.04	0.388	0.145	0.11	0.054	-0.11	0.144	0.028	0.043	0.183	-0.328	1	72	1986	NOR
983	0.165	0.024	0.239	0.033	0.014	0.04	-0.081	0.193	0.033	0.051	0.919	-0.54	1	72	1987	NOR
984	0.047	0.034	0.189	0.037	0.13	-0.001	-0.019	0.029	-0.025	-0.009	0.227	-0.493	0	253	1993	NOR
985	0.037	-0.002	0.653	0.048	0.048	0.014	0.003	-0.065	-0.028	-0.028	2.033	1.78	0	2200	1994	NOR
986	0.039	-0.011	0.394	0.065	-0.06	0.019	0.015	-0.044	-0.0	-0.027	2.0	1.367	0	973	1995	NOR
987	0.037	-0.024	0.274	0.099	-0.058	-0.003	0.039	-0.032	-0.011	0.005	2.28	1.285	0	263	1996	NOR
988	0.039	-0.043	0.678	0.091	-0.069	0.01	0.03	0.029	-0.012	0.021	1.786	1.584	0	2098	1997	NOR
989	0.049	-0.01	0.394	0.051	-0.046	0.055	-0.076	0.115	0.002	0.042	0.759	-0.587	0	206	1998	NOR
990	0.047	0.006	0.004	0.054	0.0	-0.005	-0.011	0.065	0.006	0.054	1.477	-1.191	0	2401	1999	NOR
991	0.055	-0.047	0.271	0.068	0.016	-0.064	0.16	-0.072	0.005	0.049	0.813	0.014	0	2082	2000	NOR
992	0.062	-0.015	0.128	0.054	-0.005	-0.04	0.098	-0.024	0.007	0.045	1.019	-0.712	0	1934	2001	NOR
993	0.043	0.062	-0.238	0.043	0.058	-0.013	-0.042	0.105	0.006	0.041	1.794	-0.479	0	1322	2002	NOR
994	0.038	0.042	-0.193	0.049	0.146	-0.009	-0.034	0.095	-0.011	0.04	1.845	0.396	0	688	2003	NOR
995	0.03	0.005	0.466	0.073	0.094	0.012	0.015	0.019	-0.024	0.041	1.915	1.698	0	104	2004	NOR
996	0.02	-0.006	1.238	0.075	0.003	0.03	0.045	0.027	-0.011	0.064	1.089	1.332	0	701	2005	NOR
997	0.039	-0.007	1.065	0.065	0.097	0.025	0.038	0.084	0.006	0.086	0.577	1.127	0	980	2006	NOR
998	0.031	0.053	0.758	0.083	0.08	0.047	-0.04	0.144	0.022	0.089	0.208	0.202	0	524	2007	NOR
999	0.045	0.044	0.005	0.047	-0.052	0.018	-0.005	0.072	0.007	0.089	0.677	-0.918	0	1153	2008	NOR
1000	0.06	0.055	-0.393	-0.008	-0.075	-0.025	-0.016	0.082	-0.014	0.086	2.754	1.556	0	1401	2009	NOR
1001	0.046	0.032	-0.048	0.012	-0.056	-0.007	-0.049	0.005	-0.017	0.013	2.586	0.754	0	1763	2010	NOR
1002	0.037	-0.038	0.392	0.035	-0.149	0.011	0.017	-0.161	-0.013	-0.03	2.538	0.368	0	321	2011	NOR
1003	0.02	-0.017	0.128	0.032	-0.132	0.012	0.017	-0.096	-0.015	-0.008	2.314	0.049	0	939	2012	NOR
1004	0.028	-0.006	0.175	0.037	0.019	0.025	-0.021	0.018	-0.006	-0.025	2.251	0.433	0	132	2013	NOR
1005	0.043	0.024	0.356	0.025	-0.012	0.019	-0.014	0.049	0.003	-0.018	1.803	0.292	0	1237	2014	NOR
1006	0.043	0.025	0.215	0.025	0.034	-0.001	-0.016	0.062	-0.01	-0.019	1.202	-0.038	0	1097	2015	NOR
1007	0.058	0.027	0.043	0.022	0.049	0.007	-0.06	0.129	-0.009	-0.017	1.119	0.294	0	1710	2016	NOR
1008	0.042	0.029	0.17	0.073	-0.01	-0.004	0.006	0.04	0.001	0.023	1.734	1.18	0	2337	1955	PRT
1009	0.079	0.004	0.082	0.033	-0.019	0.03	0.005	0.041	0.001	0.012	1.588	1.03	0	473	1956	PRT
1010	0.044	0.002	-0.009	0.048	-0.021	0.039	-0.004	0.043	0.001	0.001	1.083	1.05	0	731	1957	PRT
1011	0.015	0.016	-0.061	0.072	0.019	0.022	0.006	0.047	0.001	0.011	1.36	1.03	0	436	1958	PRT
1012	0.028	0.029	0.018	0.065	0.024	0.009	0.014	0.009	0.002	0.027	1.402	1.45	0	758	1959	PRT
1013	0.036	0.036	-0.084	0.091	-0.005	-0.011	-0.012	0.037	0.003	0.042	1.286	1.46	0	783	1960	PRT
1014	0.02	0.003	-0.171	0.104	0.007	0.039	-0.074	0.03	0.002	0.039	1.734	1.82	0	1438	1961	PRT
1015	-0.003	-0.022	-0.132	0.111	0.025	0.017	0.008	-0.008	0.002	0.033	1.144	1.958	0	1109	1962	PRT
1016	0.026	0.061	-0.003	0.117	0.041	-0.027	0.073	0.047	0.003	0.034	1.205	2.182	0	1065	1963	PRT
1017	0.076	0.109	0.382	0.099	0.035	0.009	0.012	0.073	0.003	0.02	1.214	1.943	0	1792	1964	PRT
1018	0.083	0.036	0.518	0.132	-0.005	0.021	0.009	0.029	-0.0	0.018	1.19	1.37	0	1154	1965	PRT
1019	0.059	0.023	0.285	0.136	-0.019	0.025	0.013	0.031	0.001	0.023	1.105	1.463	0	324	1966	PRT
1020	0.068	0.023	-0.053	0.092	-0.021	-0.003	0.033	0.01	0.006	0.025	1.49	2.504	0	1430	1967	PRT
1021	0.062	0.028	-0.159	0.12	-0.034	-0.01	-0.006	0.008	0.006	0.031	0.935	2.608	0	1194	1968	PRT
1022	0.047	0.104	0.197	0.042	-0.019	0.021	-0.005	0.103	0.006	0.023	0.048	2.395	0	497	1969	PRT
1023	0.079	0.065	0.417	0.073	-0.008	0.026	0.001	0.068	0.004	0.004	0.338	1.778	0	884	1970	PRT
1024	0.128	0.01	0.335	0.216	-0.012	0.038	-0.009	0.038	0.005	0.013	1.706	1.942	0	1910	1971	PRT
1025	0.164	-0.005	0.675	0.157	-0.022	0.051	0.02	0.064	0.008	0.033	2.047	2.005	0	812	1972	PRT
1026	0.167	-0.009	2.596	0.116	-0.04	0.013	0.002	0.082	0.003	0.028	0.612	0.496	0	1418	1973	PRT
1027	0.485	-0.054	1.935	0.145	-0.027	-0.011	-0.083	0.043	0.013	0.017	-0.453	0.0	0	529	1974	PRT
1028	0.634	-0.096	0.146	-0.021	0.055	-0.048	-0.068	-0.002	0.021	0.017	2.05	1.974	0	2258	1975	PRT
1029	0.43	-0.003	-0.0	-0.098	0.109	-0.025	-0.016	0.023	0.018	0.012	1.25	3.238	0	1495	1976	PRT
1030	0.604	-0.031	-0.892	0.011	0.076	0.028	-0.023	-0.013	0.015	0.011	0.758	-2.198	0	2099	1977	PRT
1031	0.686	-0.046	-0.904	0.083	0.053	-0.015	0.037	-0.045	0.038	0.015	0.207	-2.253	0	1711	1978	PRT
1032	0.573	0.162	0.67	0.132	0.065	0.028	0.075	-0.057	0.031	0.019	0.392	1.813	0	2205	1979	PRT
1033	0.469	0.114	2.868	0.153	-0.003	0.002	-0.007	-0.03	-0.002	0.013	-0.456	6.733	0	355	1980	PRT
1034	0.374	0.029	0.613	0.098	0.038	-0.006	-0.098	0.041	0.007	0.011	0.097	7.465	0	1735	1981	PRT
1035	0.421	0.088	-0.352	0.037	0.112	0.036	-0.072	0.049	0.009	0.014	0.737	4.374	0	589	1982	PRT
1036	0.536	-0.004	0.011	0.014	0.069	-0.016	0.032	0.022	0.021	0.005	0.932	0.978	0	1452	1983	PRT
1037	0.616	0.011	0.367	-0.006	0.078	-0.042	0.081	0.008	0.034	0.014	1.019	0.229	0	423	1984	PRT
1038	0.54	0.031	2.029	0.01	0.119	-0.047	0.07	-0.087	-0.007	0.039	0.372	0.582	0	178	1985	PRT
1039	0.337	-0.068	4.685	0.075	0.08	-0.031	0.063	-0.149	-0.063	0.062	0.086	1.233	0	1914	1986	PRT
1040	0.22	-0.096	4.279	0.149	-0.02	0.008	0.009	-0.114	-0.052	0.07	0.796	1.425	0	2333	1987	PRT
1041	0.2	-0.082	0.987	0.175	-0.028	0.041	-0.046	-0.073	-0.019	0.075	0.46	1.179	0	2316	1988	PRT
1042	0.238	-0.095	-0.18	0.133	-0.017	0.011	-0.004	-0.047	-0.008	0.074	-1.148	0.116	0	2115	1989	PRT
1043	0.277	-0.05	0.004	0.125	-0.007	-0.02	0.02	-0.051	-0.002	0.048	-0.42	-1.5	0	1655	1990	PRT
1044	0.263	0.037	-0.18	0.169	0.03	-0.023	-0.017	0.011	-0.0	0.011	-0.25	-3.201	0	1736	1991	PRT
1045	0.213	0.097	-0.25	0.122	-0.032	-0.007	-0.007	0.054	0.001	-0.005	-0.102	-2.874	0	635	1992	PRT
1046	0.16	0.111	0.073	0.038	-0.011	-0.025	0.008	0.04	-0.011	-0.009	0.325	-2.064	0	1585	1993	PRT
1047	0.12	0.069	0.462	0.005	0.072	-0.038	-0.013	0.023	-0.013	-0.033	2.183	-0.627	0	1995	1994	PRT
1048	0.095	0.02	0.09	0.015	0.045	-0.009	-0.006	0.02	0.004	-0.031	1.981	1.678	0	1483	1995	PRT
1049	0.073	0.015	0.054	0.043	0.031	0.007	0.003	0.066	-0.004	-0.001	2.286	1.193	0	1180	1996	PRT
1050	0.054	0.015	0.83	0.061	-0.031	0.027	-0.041	0.123	-0.019	0.015	1.846	0.617	0	532	1997	PRT
1051	0.045	-0.021	1.479	0.077	-0.077	0.034	-0.046	0.189	-0.011	0.037	0.687	0.569	0	1317	1998	PRT
1052	0.044	-0.006	0.45	0.094	-0.041	0.018	-0.047	0.246	0.002	0.043	1.289	1.814	0	554	1999	PRT
1053	0.05	0.007	0.046	0.08	-0.015	0.009	-0.049	0.263	0.02	0.028	0.738	1.203	0	482	2000	PRT
1054	0.073	-0.0	-0.171	0.041	0.024	-0.002	-0.012	0.198	0.014	0.031	0.919	0.896	0	349	2001	PRT
1055	0.083	-0.044	-0.449	0.017	0.059	-0.021	0.032	0.117	-0.0	0.041	1.659	1.688	0	1725	2002	PRT
1056	0.071	-0.048	-0.326	0.005	0.052	-0.036	0.042	0.055	-0.008	0.042	1.754	1.845	0	1545	2003	PRT
1057	0.058	0.014	0.117	0.017	0.058	-0.024	-0.028	0.007	-0.009	0.041	1.894	2.037	0	861	2004	PRT
1058	0.047	0.024	0.334	0.037	0.087	-0.005	-0.059	0.035	-0.007	0.064	1.094	1.253	0	1609	2005	PRT
1059	0.052	0.007	0.354	0.02	0.072	-0.011	-0.03	0.107	0.002	0.085	0.595	0.836	1	77	2006	PRT
1060	0.055	0.01	0.601	0.015	0.01	-0.01	-0.011	0.129	0.017	0.09	0.211	0.147	1	77	2007	PRT
1061	0.032	-0.094	-0.116	-0.057	0.176	-0.035	0.108	-0.191	-0.071	-0.012	1.898	6.074	0	2339	2013	PRT
1062	0.003	-0.035	0.223	0.022	0.041	-0.01	0.024	-0.24	-0.105	-0.0	1.6	3.544	0	2223	2014	PRT
1063	0.003	-0.024	-0.085	0.056	0.001	0.008	-0.02	-0.23	-0.056	-0.0	1.047	2.443	0	963	2015	PRT
1064	0.011	0.092	-0.247	0.052	-0.002	-0.004	0.009	-0.122	-0.011	-0.002	0.922	3.434	0	2254	2016	PRT
1065	0.123	0.023	0.083	0.04	-0.031	0.082	-0.022	0.015	0.001	0.024	0.688	0.019	0	1796	1873	SWE
1066	0.118	0.006	-0.097	0.076	-0.017	0.042	-0.033	0.033	0.001	0.026	2.193	-0.725	0	2124	1874	SWE
1067	0.029	0.028	-0.114	0.014	0.011	0.003	-0.01	0.061	0.002	0.033	1.26	-1.063	0	1027	1875	SWE
1068	-0.003	0.015	-0.088	0.068	0.029	-0.017	0.003	0.049	0.003	0.02	2.106	-0.818	1	78	1876	SWE
1069	-0.002	-0.002	-0.036	0.086	0.026	-0.019	-0.017	0.044	0.003	0.028	1.961	-0.904	1	78	1877	SWE
1070	-0.032	0.037	0.046	0.085	-0.01	-0.0	-0.004	0.04	0.002	0.022	-0.191	-0.652	0	1470	1883	SWE
1071	-0.042	0.039	0.059	0.08	-0.003	0.018	-0.027	0.043	0.002	0.022	0.062	-0.4	0	1930	1884	SWE
1072	-0.082	0.055	0.002	0.028	0.02	0.008	-0.019	0.058	0.002	0.034	0.46	-0.472	0	226	1885	SWE
1073	-0.093	0.064	-0.025	0.014	0.024	0.001	0.0	0.048	0.001	0.029	0.293	-0.17	0	1829	1886	SWE
1074	-0.083	0.079	-0.01	-0.041	0.019	-0.019	0.023	0.042	0.001	0.02	0.013	-0.117	0	1095	1887	SWE
1075	-0.001	0.03	0.095	0.021	0.014	-0.011	0.022	-0.004	-0.002	0.015	0.146	0.122	0	144	1888	SWE
1076	0.082	-0.022	0.25	0.05	-0.013	0.02	-0.006	-0.036	-0.003	0.007	-0.203	0.004	0	506	1889	SWE
1077	0.067	-0.016	0.128	0.04	-0.025	0.012	-0.014	-0.016	-0.001	-0.002	-0.697	-0.928	0	386	1890	SWE
1078	0.053	-0.007	-0.02	-0.012	-0.013	-0.026	0.019	-0.018	0.0	0.006	-0.166	-1.146	0	1177	1891	SWE
1079	0.012	-0.003	0.046	0.036	-0.003	-0.027	0.026	-0.012	0.001	0.02	0.715	-0.861	0	1714	1892	SWE
1080	-0.058	0.034	0.078	0.087	0.009	-0.007	0.033	0.01	0.0	0.03	0.293	-0.46	0	459	1893	SWE
1081	-0.089	0.058	0.112	0.065	0.015	-0.007	0.016	0.015	-0.001	0.031	0.738	-0.363	0	787	1894	SWE
1082	-0.033	0.021	0.204	0.027	-0.006	0.029	-0.002	-0.012	-0.001	0.02	0.715	-0.41	0	602	1895	SWE
1083	0.011	-0.001	0.186	-0.007	-0.021	0.033	0.02	-0.01	-0.001	0.024	0.201	-0.249	0	1805	1896	SWE
1084	0.024	0.017	0.252	0.057	-0.019	0.033	-0.001	0.033	0.001	0.016	0.248	-1.096	0	1251	1897	SWE
1085	0.081	0.016	0.23	0.114	-0.03	0.031	-0.044	0.04	0.001	0.004	0.272	-1.399	0	205	1898	SWE
1086	0.094	0.014	0.042	0.116	-0.012	0.015	-0.045	0.018	0.002	0.021	-0.547	-2.211	0	1775	1899	SWE
1087	0.057	0.039	0.018	0.044	0.01	-0.004	-0.005	0.019	0.002	0.02	-0.549	-2.078	0	2083	1900	SWE
1088	-0.013	0.087	0.008	0.014	0.015	-0.029	0.013	0.063	0.003	0.015	-0.235	-1.649	0	258	1901	SWE
1089	-0.016	0.078	-0.04	0.025	0.007	-0.032	-0.004	0.064	0.002	0.022	-0.077	-1.206	0	829	1902	SWE
1090	0.025	-0.002	0.069	0.028	-0.016	-0.001	0.007	-0.01	-0.001	0.019	-0.145	-0.83	0	2403	1903	SWE
1091	0.005	0.005	0.166	0.073	0.001	0.022	-0.01	0.057	0.002	0.037	0.047	-0.913	0	2307	1904	SWE
1092	0.009	0.061	0.189	0.01	0.02	0.012	-0.009	0.122	0.005	0.034	-0.421	-1.026	1	79	1905	SWE
1093	0.042	0.016	0.215	0.044	-0.009	0.012	0.018	0.034	0.002	0.016	-0.937	-1.361	1	79	1906	SWE
1094	0.051	-0.001	0.195	0.012	0.002	0.011	0.014	-0.025	0.0	0.001	-0.697	-0.798	0	533	1912	SWE
1095	0.024	-0.031	0.043	0.097	-0.016	0.01	-0.002	-0.036	0.001	0.001	-0.721	-1.162	0	645	1913	SWE
1096	-0.169	0.094	-0.436	-0.111	0.014	-0.012	0.048	0.08	0.007	0.043	0.545	-0.54	1	80	1921	SWE
1097	-0.045	-0.001	0.304	0.082	0.001	-0.008	0.017	-0.038	-0.003	0.059	0.141	0.447	0	967	1927	SWE
1098	-0.006	-0.018	0.396	0.038	-0.002	0.017	-0.005	-0.03	-0.002	0.033	0.09	0.577	0	454	1928	SWE
1099	-0.006	-0.026	0.096	0.107	-0.013	0.009	0.001	-0.015	-0.001	0.022	-0.385	-0.235	1	81	1929	SWE
1100	-0.047	0.014	-0.17	0.102	-0.013	0.023	0.002	0.01	-0.002	0.043	0.705	0.468	1	81	1930	SWE
1101	0.09	-0.068	-0.152	0.074	-0.074	-0.007	-0.016	-0.033	-0.001	0.002	1.833	0.578	0	1340	1948	SWE
1102	0.062	-0.003	-0.142	-0.045	-0.04	-0.012	0.079	-0.034	-0.001	0.02	1.753	0.518	0	1895	1949	SWE
1103	0.02	0.025	0.118	0.087	-0.034	-0.024	0.026	0.012	0.001	0.023	1.853	0.567	0	2091	1950	SWE
